Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_90s,stats_Gls,stats_Gls2,stats_Ast,stats_Ast2,stats_G+A,stats_G+A2,stats_G-PK,stats_G-PK2,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_G+A-PK,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_PK,shooting_PKatt,passing_Age,passing_Born,passing_90s,passing_TotDist,passing_PrgDist,passing_Ast,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_GCA,gca_GCA90,defense_Age,defense_Born,defense_90s,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG
Daiver Vega,dk DEN,FW,Unión Magdalena,Primera Division Colombia,26,1996,13,6,5.2,0,0.0,2,0.38,2,0.38,0,0.0,0,0,4,0,0.38,26,1996,5.2,-0.49808168509715733,0.023217289053160544,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0,0,26,1996,5.2,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,26,1996,5.2,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1996,5.2,0.0,0.0,0.0,0.0,26,1996,5.2,6.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,26,1996,5.2,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1996,13,36,13.1,5.2,6,58,0,7,18,3,1.15,8,11,-3,-0.57,26,1996,5.2,4,0,0,14.0,17.0,1.0,19.0,3.0,6.0,0.0,0.0,0
Stiven Vega,co COL,"MF,DF",Millonarios,Primera Division Colombia,24,1998,32,18,20.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,3,0,0.0,24,1998,20.8,-0.49808168509715733,-0.3033772111507294,1.0,25.0,0.19,0.05,0.0,0.0,0.0,0,0,24,1998,20.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,24,1998,20.8,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1998,20.8,0.0,0.0,0.0,0.0,24,1998,20.8,32.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,24,1998,20.8,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1998,32,59,38.3,20.8,18,87,15,14,22,1,1.63,19,16,3,0.14,24,1998,20.8,3,0,0,16.0,12.0,0.0,7.0,26.0,32.0,0.0,0.0,0
Edwin Velasco,co COL,DF,CD América,Primera Division Colombia,31,1991,37,34,34.0,1,0.03,2,0.06,3,0.09,1,0.03,0,0,13,0,0.09,31,1991,34.0,-0.0947228025091405,0.41513068929782854,5.0,33.3,0.44,0.15,0.07,0.2,0.0,0,0,31,1991,34.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,31,1991,34.0,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1991,34.0,0.0,0.0,0.0,0.0,31,1991,34.0,37.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,31,1991,34.0,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1991,37,83,65.4,34.0,34,87,32,3,34,3,1.59,45,35,10,0.29,31,1991,34.0,13,0,0,41.0,36.0,2.0,37.0,45.0,37.0,0.0,0.0,1
Jeyson Velasco,co COL,MF,Once Caldas,Primera Division Colombia,18,2004,4,0,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,18,2004,0.7,-0.49808168509715733,-0.4993339112730634,1.0,100.0,1.43,1.43,0.0,0.0,0.0,0,0,18,2004,0.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18,2004,0.7,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2004,0.7,0.0,0.0,0.0,0.0,18,2004,0.7,1.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18,2004,0.7,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2004,4,16,1.8,0.7,0,0,0,4,16,2,2.0,1,0,1,1.43,18,2004,0.7,2,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
Kevin Velasco,co COL,"MF,FW",AD Cali,Primera Division Colombia,25,1997,20,18,18.4,6,0.33,2,0.11,8,0.43,3,0.16,3,5,4,0,0.27,25,1997,18.4,1.9220716104309437,2.440016590561946,18.0,39.1,2.49,0.98,0.07,0.17,0.0,3,5,25,1997,18.4,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,25,1997,18.4,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1997,18.4,0.0,0.0,0.0,0.0,25,1997,18.4,16.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,25,1997,18.4,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1997,20,83,40.1,18.4,18,88,12,2,40,0,1.15,19,23,-4,-0.22,25,1997,18.4,4,0,0,21.0,43.0,4.0,112.0,9.0,16.0,0.0,0.0,0
Samuel Velásquez,co COL,DF,Nacional,Primera Division Colombia,19,2003,19,13,14.2,2,0.14,1,0.07,3,0.21,2,0.14,0,0,1,0,0.21,19,2003,14.2,0.30863608007887633,-0.17273941106917343,4.0,66.7,0.42,0.28,0.33,0.5,0.0,0,0,19,2003,14.2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,19,2003,14.2,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2003,14.2,0.0,0.0,0.0,0.0,19,2003,14.2,16.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,19,2003,14.2,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2003,19,67,26.2,14.2,13,90,13,6,18,3,2.05,25,18,7,0.49,19,2003,14.2,1,0,0,4.0,6.0,3.0,27.0,13.0,16.0,0.0,0.0,0
Jhon Vélez,co COL,MF,Junior,Primera Division Colombia,19,2003,20,15,14.2,0,0.0,2,0.14,2,0.14,0,0.0,0,0,6,3,0.14,19,2003,14.2,-0.49808168509715733,-0.04210161098761745,2.0,25.0,0.56,0.14,0.0,0.0,0.0,0,0,19,2003,14.2,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,19,2003,14.2,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2003,14.2,0.0,0.0,0.0,0.0,19,2003,14.2,32.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,19,2003,14.2,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2003,20,64,29.5,14.2,15,76,5,5,26,2,1.7,20,12,8,0.56,19,2003,14.2,6,3,1,21.0,22.0,0.0,1.0,8.0,32.0,0.0,0.0,0
Brayan Vera,co COL,DF,CD América,Primera Division Colombia,24,1999,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,24,1999,1.0,-0.49808168509715733,-0.3686961111915074,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,24,1999,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,24,1999,1.0,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1999,1.0,0.0,0.0,0.0,0.0,24,1999,1.0,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24,1999,1.0,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1999,1,90,1.9,1.0,1,90,1,0,0,0,3.0,4,0,4,4.0,24,1999,1.0,0,0,0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
Fabián Viáfara,co COL,DF,Santa Fe,Primera Division Colombia,30,1992,37,37,36.4,1,0.03,1,0.03,2,0.05,1,0.03,0,0,4,0,0.05,30,1992,36.4,-0.0947228025091405,1.0683196897056084,4.0,16.0,0.69,0.11,0.04,0.25,0.0,0,0,30,1992,36.4,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,30,1992,36.4,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1992,36.4,0.0,0.0,0.0,0.0,30,1992,36.4,32.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,30,1992,36.4,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1992,37,89,91.0,36.4,37,89,34,0,0,0,1.27,47,50,-3,-0.08,30,1992,36.4,4,0,0,31.0,19.0,1.0,99.0,34.0,32.0,0.0,0.0,1
Dewar Victoria,co COL,MF,Millonarios,Primera Division Colombia,21,2001,2,0,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,21,2001,0.7,-0.49808168509715733,-0.4993339112730634,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0,0,21,2001,0.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21,2001,0.7,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2001,0.7,0.0,0.0,0.0,0.0,21,2001,0.7,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2001,0.7,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2001,2,33,1.3,0.7,0,0,0,2,33,5,2.0,2,0,2,2.73,21,2001,0.7,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sebastián Viera,uy URU,GK,Junior,Primera Division Colombia,39,1983,10,10,10.0,1,0.1,0,0.0,1,0.1,0,0.0,1,1,0,0,0.0,39,1983,10.0,-0.0947228025091405,-0.4340150112322854,1.0,50.0,0.2,0.1,0.0,0.0,0.0,1,1,39,1983,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,39,1983,10.0,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,1983,10.0,0.0,0.0,0.0,0.0,39,1983,10.0,2.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,1983,10.0,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,1983,10,90,20.8,10.0,10,90,10,0,0,3,0.8,7,11,-4,-0.4,39,1983,10.0,0,0,0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0
Neyser Villareal,0,0,Millonarios,Primera Division Colombia,0,0,3,0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.2,-0.49808168509715733,-0.4993339112730634,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0,0,0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.2,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2,0.0,0.0,0.0,0.0,0,0,0.2,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,7,0.4,0.2,0,0,0,3,7,1,1.33,1,1,0,0.0,0,0,0.2,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Moisés Villarroel Angulo,bo BOL,"MF,FW",Rionegro,Primera Division Colombia,24,1998,17,9,10.0,0,0.0,2,0.2,2,0.2,0,0.0,0,0,3,0,0.2,24,1998,10.0,-0.49808168509715733,0.41513068929782854,5.0,33.3,1.49,0.5,0.0,0.0,0.0,0,0,24,1998,10.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,24,1998,10.0,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1998,10.0,0.0,0.0,0.0,0.0,24,1998,10.0,8.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,24,1998,10.0,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1998,17,53,19.3,10.0,9,74,2,8,30,0,2.29,12,6,6,0.6,24,1998,10.0,3,0,0,16.0,11.0,0.0,17.0,9.0,8.0,0.0,0.0,0
Marcus Vinicius,br BRA,"FW,MF",Atlético Huila,Primera Division Colombia,25,1997,37,27,24.3,13,0.53,1,0.04,14,0.58,10,0.41,3,3,6,0,0.45,25,1997,24.3,4.745583788547061,3.354481191132838,24.0,40.0,2.46,0.99,0.17,0.42,0.0,3,3,25,1997,24.3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,25,1997,24.3,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1997,24.3,0.0,0.0,0.0,0.0,25,1997,24.3,16.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,25,1997,24.3,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1997,37,59,60.9,24.3,27,70,3,10,29,1,1.0,29,28,1,0.04,25,1997,24.3,6,0,0,41.0,50.0,4.0,56.0,6.0,16.0,0.0,0.0,0
Jhonier Viveros,co COL,"MF,FW",Jaguares,Primera Division Colombia,30,1992,33,31,29.6,3,0.1,0,0.0,3,0.1,2,0.07,1,2,2,0,0.07,30,1992,29.6,0.7119949626668931,1.7215086901133885,13.0,37.1,1.18,0.44,0.06,0.15,0.0,1,2,30,1992,29.6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30,1992,29.6,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1992,29.6,0.0,0.0,0.0,0.0,30,1992,29.6,25.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,30,1992,29.6,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1992,33,81,74.1,29.6,31,84,18,2,36,0,0.79,17,33,-16,-0.54,30,1992,29.6,2,0,0,22.0,127.0,6.0,56.0,27.0,25.0,0.0,0.0,0
Kevin Viveros,co COL,FW,AD Cali,Primera Division Colombia,22,2000,19,14,13.3,4,0.3,0,0.0,4,0.3,4,0.3,0,1,1,0,0.3,22,2000,13.3,1.11535384525491,1.9174653902357224,12.0,31.6,2.86,0.9,0.11,0.33,0.0,0,1,22,2000,13.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,22,2000,13.3,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2000,13.3,0.0,0.0,0.0,0.0,22,2000,13.3,2.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2000,13.3,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2000,19,63,28.9,13.3,14,77,6,5,23,0,1.21,13,18,-5,-0.38,22,2000,13.3,1,0,0,20.0,31.0,13.0,8.0,0.0,2.0,0.0,0.0,0
Alvino Volpi Neto,br BRA,GK,Tolima,Primera Division Colombia,30,1992,25,25,24.3,0,0.0,2,0.08,2,0.08,0,0.0,0,0,3,0,0.08,30,1992,24.3,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,1992,24.3,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,30,1992,24.3,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1992,24.3,0.0,0.0,0.0,0.0,30,1992,24.3,1.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1992,24.3,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1992,25,87,52.8,24.3,25,87,24,0,0,0,1.96,36,20,16,0.66,30,1992,24.3,3,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Johan Wallens,co COL,GK,AD Cali,Primera Division Colombia,30,1992,11,11,11.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,30,1992,11.0,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,1992,11.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30,1992,11.0,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1992,11.0,0.0,0.0,0.0,0.0,30,1992,11.0,2.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1992,11.0,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1992,11,90,23.9,11.0,11,90,11,0,0,34,0.91,10,15,-5,-0.45,30,1992,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
Víctor Yánez,co COL,DF,Pasto,Primera Division Colombia,24,1998,4,1,1.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,24,1998,1.5,-0.49808168509715733,-0.4993339112730634,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0,0,24,1998,1.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,24,1998,1.5,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1998,1.5,0.0,0.0,0.0,0.0,24,1998,1.5,5.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,24,1998,1.5,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1998,4,35,3.4,1.5,1,90,1,3,16,3,0.75,0,2,-2,-1.29,24,1998,1.5,1,0,0,2.0,2.0,1.0,1.0,4.0,5.0,0.0,0.0,0
Emanuel Zagert,ar ARG,FW,CA Bucaramanga,Primera Division Colombia,27,1995,6,3,2.8,2,0.71,2,0.71,4,1.42,2,0.71,0,0,1,0,1.42,27,1995,2.8,0.30863608007887633,-0.17273941106917343,2.0,33.3,2.13,0.71,0.33,1.0,0.0,0,0,27,1995,2.8,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,27,1995,2.8,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1995,2.8,0.0,0.0,0.0,0.0,27,1995,2.8,2.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27,1995,2.8,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1995,6,42,7.0,2.8,3,67,1,3,17,0,1.67,4,4,0,0.0,27,1995,2.8,1,0,0,6.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0
Cristián Zapata,co COL,DF,Nacional,Primera Division Colombia,36,1986,38,37,37.3,0,0.0,1,0.03,1,0.03,0,0.0,0,0,5,0,0.03,36,1986,37.3,-0.49808168509715733,-0.04210161098761745,2.0,25.0,0.21,0.05,0.0,0.0,0.0,0,0,36,1986,37.3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,36,1986,37.3,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,1986,37.3,0.0,0.0,0.0,0.0,36,1986,37.3,18.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,36,1986,37.3,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,1986,38,88,68.7,37.3,37,91,37,1,1,3,1.55,43,31,12,0.32,36,1986,37.3,5,0,0,17.0,23.0,0.0,1.0,26.0,18.0,0.0,0.0,1
Daniel Zapata,co COL,"MF,DF",Envigado,Primera Division Colombia,19,2003,23,9,9.1,0,0.0,1,0.11,1,0.11,0,0.0,0,0,3,0,0.11,19,2003,9.1,-0.49808168509715733,-0.17273941106917343,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0,0,19,2003,9.1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,19,2003,9.1,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2003,9.1,0.0,0.0,0.0,0.0,19,2003,9.1,8.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,19,2003,9.1,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2003,23,36,22.9,9.1,9,69,1,14,14,10,1.0,4,14,-10,-1.09,19,2003,9.1,3,0,0,13.0,9.0,0.0,2.0,10.0,8.0,0.0,0.0,0
